"path","domain","layer","asset_type","evidence","confidence","needs_confirm","note"
".github/workflows/sonatype.yaml","cross","infra","deploy",".github/workflows/sonatype.yaml: GitHub Actions Sonatypeリリースワークフロー。31行","fact","no",""
".github/workflows/support.yaml","cross","infra","deploy",".github/workflows/support.yaml: GitHub Actions サポートワークフロー。71行","fact","no",""
".mvn/extensions.xml","cross","build","config",".mvn/extensions.xml: Maven拡張設定。25行","fact","no",""
".mvn/jvm.config","cross","build","config",".mvn/jvm.config: Maven JVM起動オプション設定。空ファイル","fact","no","空ファイル"
".mvn/maven.config","cross","build","config",".mvn/maven.config: Maven実行オプション設定。3行","fact","no",""
".mvn/settings.xml","cross","build","config",".mvn/settings.xml: Maven設定（リポジトリ・認証等）。52行","fact","no",""
".mvn/wrapper/maven-wrapper.properties","cross","build","config",".mvn/wrapper/maven-wrapper.properties: Maven Wrapperバージョン設定。4行","fact","no",""
".mvn/wrapper/MavenWrapperDownloader.java","cross","build","source",".mvn/wrapper/MavenWrapperDownloader.java: Maven Wrapper自動ダウンロードJavaコード。95行","fact","no","ビルドインフラ専用コード、アプリ業務ロジックではない"
"src/main/java/org/mybatis/jpetstore/domain/Account.java","cross","app","source","src/main/java/org/mybatis/jpetstore/domain/ パッケージ配置。ドメインオブジェクト。online-ui（ActionBean）とonline-logic（Service）の両方から参照される","inferred","no","ユーザーアカウント情報を保持するドメインモデル"
"src/main/java/org/mybatis/jpetstore/domain/Cart.java","cross","app","source","src/main/java/org/mybatis/jpetstore/domain/ パッケージ配置。CartActionBeanとOrderServiceから参照されるドメインオブジェクト","inferred","no","ショッピングカートドメインモデル"
"src/main/java/org/mybatis/jpetstore/domain/CartItem.java","cross","app","source","src/main/java/org/mybatis/jpetstore/domain/ パッケージ配置。カート内商品ドメインオブジェクト","inferred","no","カート内商品ドメインモデル"
"src/main/java/org/mybatis/jpetstore/domain/Category.java","cross","app","source","src/main/java/org/mybatis/jpetstore/domain/ パッケージ配置。商品カテゴリドメインオブジェクト","inferred","no","商品カテゴリドメインモデル"
"src/main/java/org/mybatis/jpetstore/domain/Item.java","cross","app","source","src/main/java/org/mybatis/jpetstore/domain/ パッケージ配置。商品アイテムドメインオブジェクト","inferred","no","商品アイテムドメインモデル"
"src/main/java/org/mybatis/jpetstore/domain/LineItem.java","cross","app","source","src/main/java/org/mybatis/jpetstore/domain/ パッケージ配置。注文明細ドメインオブジェクト","inferred","no","注文明細ドメインモデル"
"src/main/java/org/mybatis/jpetstore/domain/Order.java","cross","app","source","src/main/java/org/mybatis/jpetstore/domain/ パッケージ配置。335行。注文ドメインオブジェクト","inferred","no","注文ドメインモデル"
"src/main/java/org/mybatis/jpetstore/domain/Product.java","cross","app","source","src/main/java/org/mybatis/jpetstore/domain/ パッケージ配置。商品ドメインオブジェクト","inferred","no","商品ドメインモデル"
"src/main/java/org/mybatis/jpetstore/domain/Sequence.java","cross","app","source","src/main/java/org/mybatis/jpetstore/domain/ パッケージ配置。採番ドメインオブジェクト","inferred","no","採番管理ドメインモデル"
"src/main/java/org/mybatis/jpetstore/mapper/AccountMapper.java","online-logic","app","source","src/main/java/org/mybatis/jpetstore/mapper/ パッケージ配置。MyBatis Mapper インターフェース。DB操作定義","inferred","no","アカウント情報のDB CRUD操作インターフェース"
"src/main/java/org/mybatis/jpetstore/mapper/CategoryMapper.java","online-logic","app","source","src/main/java/org/mybatis/jpetstore/mapper/ パッケージ配置。MyBatis Mapper インターフェース","inferred","no","カテゴリ情報のDB操作インターフェース"
"src/main/java/org/mybatis/jpetstore/mapper/ItemMapper.java","online-logic","app","source","src/main/java/org/mybatis/jpetstore/mapper/ パッケージ配置。MyBatis Mapper インターフェース","inferred","no","商品アイテムのDB操作インターフェース"
"src/main/java/org/mybatis/jpetstore/mapper/LineItemMapper.java","online-logic","app","source","src/main/java/org/mybatis/jpetstore/mapper/ パッケージ配置。MyBatis Mapper インターフェース","inferred","no","注文明細のDB操作インターフェース"
"src/main/java/org/mybatis/jpetstore/mapper/OrderMapper.java","online-logic","app","source","src/main/java/org/mybatis/jpetstore/mapper/ パッケージ配置。MyBatis Mapper インターフェース","inferred","no","注文情報のDB操作インターフェース"
"src/main/java/org/mybatis/jpetstore/mapper/ProductMapper.java","online-logic","app","source","src/main/java/org/mybatis/jpetstore/mapper/ パッケージ配置。MyBatis Mapper インターフェース","inferred","no","商品情報のDB操作インターフェース"
"src/main/java/org/mybatis/jpetstore/mapper/SequenceMapper.java","online-logic","app","source","src/main/java/org/mybatis/jpetstore/mapper/ パッケージ配置。MyBatis Mapper インターフェース","inferred","no","採番のDB操作インターフェース"
"src/main/java/org/mybatis/jpetstore/service/AccountService.java","online-logic","app","source","src/main/java/org/mybatis/jpetstore/service/ パッケージ配置。@Service相当。AccountMapper経由でDB更新","inferred","no","アカウント業務処理サービス（登録・更新・認証）"
"src/main/java/org/mybatis/jpetstore/service/CatalogService.java","online-logic","app","source","src/main/java/org/mybatis/jpetstore/service/ パッケージ配置。@Service相当。複数Mapper経由でDB参照","inferred","no","カタログ業務処理サービス（カテゴリ・商品・アイテム検索）"
"src/main/java/org/mybatis/jpetstore/service/OrderService.java","online-logic","app","source","src/main/java/org/mybatis/jpetstore/service/ パッケージ配置。@Service相当。132行。注文DB更新処理","inferred","no","注文業務処理サービス（注文登録・照会）"
"src/main/java/org/mybatis/jpetstore/web/actions/AbstractActionBean.java","online-ui","framework","source","src/main/java/org/mybatis/jpetstore/web/actions/ 配置。net.sourceforge.stripes.action.ActionBean実装。Stripes基底クラス。web.xmlでActionResolver.Packages=org.mybatis.jpetstore.web に登録","fact","no","Stripes ActionBean基底抽象クラス。フレームワーク拡張ポイント"
"src/main/java/org/mybatis/jpetstore/web/actions/AccountActionBean.java","online-ui","app","source","src/main/java/org/mybatis/jpetstore/web/actions/ 配置。208行。Stripes ActionBean実装。HTTPリクエスト処理（アカウント登録・ログイン）","inferred","no","アカウント操作のWebアクションBean（ログイン・登録・編集）"
"src/main/java/org/mybatis/jpetstore/web/actions/CartActionBean.java","online-ui","app","source","src/main/java/org/mybatis/jpetstore/web/actions/ 配置。150行。Stripes ActionBean実装。カート操作HTTPリクエスト処理","inferred","no","カート操作のWebアクションBean（追加・削除・更新）"
"src/main/java/org/mybatis/jpetstore/web/actions/CatalogActionBean.java","online-ui","app","source","src/main/java/org/mybatis/jpetstore/web/actions/ 配置。219行。Stripes ActionBean実装。カタログ参照HTTPリクエスト処理","inferred","no","カタログ参照のWebアクションBean（カテゴリ・商品・アイテム表示）"
"src/main/java/org/mybatis/jpetstore/web/actions/OrderActionBean.java","online-ui","app","source","src/main/java/org/mybatis/jpetstore/web/actions/ 配置。197行。Stripes ActionBean実装。注文HTTPリクエスト処理","inferred","no","注文のWebアクションBean（注文確認・完了）"
"src/main/resources/StripesResources.properties","online-ui","framework","config","src/main/resources/StripesResources.properties: web.xmlでjavax.servlet.jsp.jstl.fmt.localizationContext=StripesResourcesとして参照。Stripesフレームワーク用メッセージリソース","fact","no","Stripesフレームワークのメッセージ・バリデーション文言定義"
"src/main/resources/database/jpetstore-hsqldb-data.sql","online-logic","database","sql","src/main/resources/database/ 配置。jpetstore-hsqldb-data.sql: HSQLDB用初期データSQL。268行","fact","no","HSQLDB用マスターデータINSERT SQL"
"src/main/resources/database/jpetstore-hsqldb-dataload.sql","online-logic","database","sql","src/main/resources/database/ 配置。jpetstore-hsqldb-dataload.sql: HSQLDB用データロードSQL。117行。applicationContext.xmlから参照","fact","no","HSQLDB用データロードSQL（起動時実行）"
"src/main/resources/database/jpetstore-hsqldb-schema.sql","online-logic","database","sql","src/main/resources/database/ 配置。jpetstore-hsqldb-schema.sql: HSQLDB用スキーマ定義SQL。165行。applicationContext.xmlから参照","fact","no","HSQLDB用テーブルスキーマ定義SQL（起動時実行）"
"src/main/resources/org/mybatis/jpetstore/mapper/AccountMapper.xml","online-logic","app","config","src/main/resources/org/mybatis/jpetstore/mapper/ 配置。132行。MyBatis Mapper XML。AccountMapper.javaと対応するSQL定義","fact","no","アカウント操作のMyBatis SQLマッピングXML"
"src/main/resources/org/mybatis/jpetstore/mapper/CategoryMapper.xml","online-logic","app","config","src/main/resources/org/mybatis/jpetstore/mapper/ 配置。43行。MyBatis Mapper XML。CategoryMapper.javaと対応するSQL定義","fact","no","カテゴリ操作のMyBatis SQLマッピングXML"
"src/main/resources/org/mybatis/jpetstore/mapper/ItemMapper.xml","online-logic","app","config","src/main/resources/org/mybatis/jpetstore/mapper/ 配置。82行。MyBatis Mapper XML。ItemMapper.javaと対応するSQL定義","fact","no","商品アイテム操作のMyBatis SQLマッピングXML"
"src/main/resources/org/mybatis/jpetstore/mapper/LineItemMapper.xml","online-logic","app","config","src/main/resources/org/mybatis/jpetstore/mapper/ 配置。42行。MyBatis Mapper XML。LineItemMapper.javaと対応するSQL定義","fact","no","注文明細操作のMyBatis SQLマッピングXML"
"src/main/resources/org/mybatis/jpetstore/mapper/OrderMapper.xml","online-logic","app","config","src/main/resources/org/mybatis/jpetstore/mapper/ 配置。109行。MyBatis Mapper XML。OrderMapper.javaと対応するSQL定義","fact","no","注文操作のMyBatis SQLマッピングXML"
"src/main/resources/org/mybatis/jpetstore/mapper/ProductMapper.xml","online-logic","app","config","src/main/resources/org/mybatis/jpetstore/mapper/ 配置。56行。MyBatis Mapper XML。ProductMapper.javaと対応するSQL定義","fact","no","商品操作のMyBatis SQLマッピングXML"
"src/main/resources/org/mybatis/jpetstore/mapper/SequenceMapper.xml","online-logic","app","config","src/main/resources/org/mybatis/jpetstore/mapper/ 配置。38行。MyBatis Mapper XML。SequenceMapper.javaと対応するSQL定義","fact","no","採番操作のMyBatis SQLマッピングXML"
"src/main/webapp/help.html","online-ui","app","source","src/main/webapp/ 配置。183行。静的HTMLヘルプページ","fact","no","ユーザー向けヘルプHTML"
"src/main/webapp/index.html","online-ui","app","source","src/main/webapp/ 配置。38行。静的HTMLトップページ（エントリポイント）","fact","no","アプリケーションのトップページHTML"
"src/main/webapp/css/jpetstore.css","online-ui","app","source","src/main/webapp/css/ 配置。333行。アプリ専用CSSスタイルシート","fact","no","JPetStore画面スタイルシート"
"src/main/webapp/images/banner_birds.gif","online-ui","app","source","src/main/webapp/images/ 配置。バイナリ画像ファイル。バナー用GIF","fact","no","バイナリ画像"
"src/main/webapp/images/banner_cats.gif","online-ui","app","source","src/main/webapp/images/ 配置。バイナリ画像ファイル。バナー用GIF","fact","no","バイナリ画像"
"src/main/webapp/images/banner_dogs.gif","online-ui","app","source","src/main/webapp/images/ 配置。バイナリ画像ファイル。バナー用GIF","fact","no","バイナリ画像"
"src/main/webapp/images/banner_fish.gif","online-ui","app","source","src/main/webapp/images/ 配置。バイナリ画像ファイル。バナー用GIF","fact","no","バイナリ画像"
"src/main/webapp/images/banner_reptiles.gif","online-ui","app","source","src/main/webapp/images/ 配置。バイナリ画像ファイル。バナー用GIF","fact","no","バイナリ画像"
"src/main/webapp/images/bird1.gif","online-ui","app","source","src/main/webapp/images/ 配置。バイナリ画像ファイル","fact","no","バイナリ画像"
"src/main/webapp/images/bird2.gif","online-ui","app","source","src/main/webapp/images/ 配置。バイナリ画像ファイル","fact","no","バイナリ画像"
"src/main/webapp/images/birds_icon.gif","online-ui","app","source","src/main/webapp/images/ 配置。バイナリ画像ファイル","fact","no","バイナリ画像"
"src/main/webapp/images/cart.gif","online-ui","app","source","src/main/webapp/images/ 配置。バイナリ画像ファイル","fact","no","バイナリ画像"
"src/main/webapp/images/cat1.gif","online-ui","app","source","src/main/webapp/images/ 配置。バイナリ画像ファイル","fact","no","バイナリ画像"
"src/main/webapp/images/cat2.gif","online-ui","app","source","src/main/webapp/images/ 配置。バイナリ画像ファイル","fact","no","バイナリ画像"
"src/main/webapp/images/cats_icon.gif","online-ui","app","source","src/main/webapp/images/ 配置。バイナリ画像ファイル","fact","no","バイナリ画像"
"src/main/webapp/images/dog1.gif","online-ui","app","source","src/main/webapp/images/ 配置。バイナリ画像ファイル","fact","no","バイナリ画像"
"src/main/webapp/images/dog2.gif","online-ui","app","source","src/main/webapp/images/ 配置。バイナリ画像ファイル","fact","no","バイナリ画像"
"src/main/webapp/images/dog3.gif","online-ui","app","source","src/main/webapp/images/ 配置。バイナリ画像ファイル","fact","no","バイナリ画像"
"src/main/webapp/images/dog4.gif","online-ui","app","source","src/main/webapp/images/ 配置。バイナリ画像ファイル","fact","no","バイナリ画像"
"src/main/webapp/images/dog5.gif","online-ui","app","source","src/main/webapp/images/ 配置。バイナリ画像ファイル","fact","no","バイナリ画像"
"src/main/webapp/images/dog6.gif","online-ui","app","source","src/main/webapp/images/ 配置。バイナリ画像ファイル","fact","no","バイナリ画像"
"src/main/webapp/images/dogs.gif","online-ui","app","source","src/main/webapp/images/ 配置。バイナリ画像ファイル","fact","no","バイナリ画像"
"src/main/webapp/images/dogs_icon.gif","online-ui","app","source","src/main/webapp/images/ 配置。バイナリ画像ファイル","fact","no","バイナリ画像"
"src/main/webapp/images/fish.gif","online-ui","app","source","src/main/webapp/images/ 配置。バイナリ画像ファイル","fact","no","バイナリ画像"
"src/main/webapp/images/fish1.gif","online-ui","app","source","src/main/webapp/images/ 配置。バイナリ画像ファイル","fact","no","バイナリ画像"
"src/main/webapp/images/fish2.gif","online-ui","app","source","src/main/webapp/images/ 配置。バイナリ画像ファイル","fact","no","バイナリ画像"
"src/main/webapp/images/fish3.gif","online-ui","app","source","src/main/webapp/images/ 配置。バイナリ画像ファイル","fact","no","バイナリ画像"
"src/main/webapp/images/fish4.gif","online-ui","app","source","src/main/webapp/images/ 配置。バイナリ画像ファイル","fact","no","バイナリ画像"
"src/main/webapp/images/fish_icon.gif","online-ui","app","source","src/main/webapp/images/ 配置。バイナリ画像ファイル","fact","no","バイナリ画像"
"src/main/webapp/images/lizard1.gif","online-ui","app","source","src/main/webapp/images/ 配置。バイナリ画像ファイル","fact","no","バイナリ画像"
"src/main/webapp/images/logo-topbar.gif","online-ui","app","source","src/main/webapp/images/ 配置。バイナリ画像ファイル","fact","no","バイナリ画像"
"src/main/webapp/images/poweredby.gif","online-ui","app","source","src/main/webapp/images/ 配置。バイナリ画像ファイル","fact","no","バイナリ画像"
"src/main/webapp/images/reptiles_icon.gif","online-ui","app","source","src/main/webapp/images/ 配置。バイナリ画像ファイル","fact","no","バイナリ画像"
"src/main/webapp/images/separator.gif","online-ui","app","source","src/main/webapp/images/ 配置。バイナリ画像ファイル","fact","no","バイナリ画像"
"src/main/webapp/images/sm_birds.gif","online-ui","app","source","src/main/webapp/images/ 配置。バイナリ画像ファイル","fact","no","バイナリ画像"
"src/main/webapp/images/sm_cats.gif","online-ui","app","source","src/main/webapp/images/ 配置。バイナリ画像ファイル","fact","no","バイナリ画像"
"src/main/webapp/images/sm_dogs.gif","online-ui","app","source","src/main/webapp/images/ 配置。バイナリ画像ファイル","fact","no","バイナリ画像"
"src/main/webapp/images/sm_fish.gif","online-ui","app","source","src/main/webapp/images/ 配置。バイナリ画像ファイル","fact","no","バイナリ画像"
"src/main/webapp/images/sm_reptiles.gif","online-ui","app","source","src/main/webapp/images/ 配置。バイナリ画像ファイル","fact","no","バイナリ画像"
"src/main/webapp/images/snake1.gif","online-ui","app","source","src/main/webapp/images/ 配置。バイナリ画像ファイル","fact","no","バイナリ画像"
"src/main/webapp/images/splash.gif","online-ui","app","source","src/main/webapp/images/ 配置。バイナリ画像ファイル","fact","no","バイナリ画像"
"src/main/webapp/WEB-INF/applicationContext.xml","cross","framework","config","src/main/webapp/WEB-INF/ 配置。55行。Spring ApplicationContextXML設定。DataSource(HSQLDB)・TransactionManager・MyBatis SqlSessionFactory・Mapperスキャン定義","fact","no","Spring DI/トランザクション管理・MyBatis統合設定"
"src/main/webapp/WEB-INF/beans.xml","cross","framework","config","src/main/webapp/WEB-INF/ 配置。22行。CDI beans.xml。resin用設定（pom.xmlのresinプロファイルでpackagingExcludesとして除外指定あり）","fact","no","CDIコンテナ設定。resin以外のAPサーバでは使用可能性あり"
"src/main/webapp/WEB-INF/web.xml","cross","framework","config","src/main/webapp/WEB-INF/ 配置。64行。Servlet 3.0 web.xml。StripesFilter・StripesDispatcherServlet登録、Spring ContextLoaderListener登録","fact","no","Webアプリケーション設定（Stripes+Spring統合）"
"src/main/webapp/WEB-INF/jsp/account/EditAccountForm.jsp","online-ui","app","source","src/main/webapp/WEB-INF/jsp/account/ 配置。48行。アカウント編集フォームJSP","fact","no","アカウント情報編集画面"
"src/main/webapp/WEB-INF/jsp/account/IncludeAccountFields.jsp","online-ui","app","source","src/main/webapp/WEB-INF/jsp/account/ 配置。87行。アカウントフィールド共通インクルードJSP","fact","no","アカウントフォームの共通部品JSP"
"src/main/webapp/WEB-INF/jsp/account/NewAccountForm.jsp","online-ui","app","source","src/main/webapp/WEB-INF/jsp/account/ 配置。47行。新規アカウント登録フォームJSP","fact","no","アカウント新規登録画面"
"src/main/webapp/WEB-INF/jsp/account/SignonForm.jsp","online-ui","app","source","src/main/webapp/WEB-INF/jsp/account/ 配置。34行。サインオンフォームJSP","fact","no","ログイン画面"
"src/main/webapp/WEB-INF/jsp/cart/Cart.jsp","online-ui","app","source","src/main/webapp/WEB-INF/jsp/cart/ 配置。105行。カート表示JSP","fact","no","ショッピングカート画面"
"src/main/webapp/WEB-INF/jsp/cart/Checkout.jsp","online-ui","app","source","src/main/webapp/WEB-INF/jsp/cart/ 配置。76行。チェックアウトJSP","fact","no","注文チェックアウト画面"
"src/main/webapp/WEB-INF/jsp/cart/IncludeMyList.jsp","online-ui","app","source","src/main/webapp/WEB-INF/jsp/cart/ 配置。32行。マイリスト共通インクルードJSP","fact","no","マイリスト共通部品JSP"
"src/main/webapp/WEB-INF/jsp/catalog/Category.jsp","online-ui","app","source","src/main/webapp/WEB-INF/jsp/catalog/ 配置。50行。カテゴリ表示JSP","fact","no","カテゴリ一覧画面"
"src/main/webapp/WEB-INF/jsp/catalog/Item.jsp","online-ui","app","source","src/main/webapp/WEB-INF/jsp/catalog/ 配置。72行。商品アイテム詳細JSP","fact","no","商品アイテム詳細画面"
"src/main/webapp/WEB-INF/jsp/catalog/Main.jsp","online-ui","app","source","src/main/webapp/WEB-INF/jsp/catalog/ 配置。92行。カタログメインJSP","fact","no","カタログメイン画面"
"src/main/webapp/WEB-INF/jsp/catalog/Product.jsp","online-ui","app","source","src/main/webapp/WEB-INF/jsp/catalog/ 配置。77行。商品一覧JSP","fact","no","商品一覧画面"
"src/main/webapp/WEB-INF/jsp/catalog/SearchProducts.jsp","online-ui","app","source","src/main/webapp/WEB-INF/jsp/catalog/ 配置。62行。商品検索結果JSP","fact","no","商品検索結果画面"
"src/main/webapp/WEB-INF/jsp/common/Error.jsp","online-ui","app","source","src/main/webapp/WEB-INF/jsp/common/ 配置。22行。エラー表示共通JSP","fact","no","エラー画面（共通）"
"src/main/webapp/WEB-INF/jsp/common/IncludeBottom.jsp","online-ui","app","source","src/main/webapp/WEB-INF/jsp/common/ 配置。36行。フッター共通インクルードJSP","fact","no","画面フッター共通部品JSP"
"src/main/webapp/WEB-INF/jsp/common/IncludeTop.jsp","online-ui","app","source","src/main/webapp/WEB-INF/jsp/common/ 配置。131行。ヘッダー共通インクルードJSP","fact","no","画面ヘッダー共通部品JSP"
"src/main/webapp/WEB-INF/jsp/order/ConfirmOrder.jsp","online-ui","app","source","src/main/webapp/WEB-INF/jsp/order/ 配置。122行。注文確認JSP","fact","no","注文確認画面"
"src/main/webapp/WEB-INF/jsp/order/ListOrders.jsp","online-ui","app","source","src/main/webapp/WEB-INF/jsp/order/ 配置。47行。注文一覧JSP","fact","no","注文履歴一覧画面"
"src/main/webapp/WEB-INF/jsp/order/NewOrderForm.jsp","online-ui","app","source","src/main/webapp/WEB-INF/jsp/order/ 配置。91行。新規注文フォームJSP","fact","no","新規注文入力画面"
"src/main/webapp/WEB-INF/jsp/order/ShippingForm.jsp","online-ui","app","source","src/main/webapp/WEB-INF/jsp/order/ 配置。68行。配送先フォームJSP","fact","no","配送先入力画面"
"src/main/webapp/WEB-INF/jsp/order/ViewOrder.jsp","online-ui","app","source","src/main/webapp/WEB-INF/jsp/order/ 配置。173行。注文詳細表示JSP","fact","no","注文詳細表示画面"
"src/site/site.xml","cross","infra","document","src/site/ 配置。30行。Maven Siteプロジェクトサイト設定（デフォルト言語）","fact","no","Maven Siteドキュメントサイト設定"
"src/site/site_es.xml","cross","infra","document","src/site/ 配置。31行。Maven Siteサイト設定（スペイン語）","fact","no","Maven Siteドキュメントサイト設定（es）"
"src/site/site_ja.xml","cross","infra","document","src/site/ 配置。31行。Maven Siteサイト設定（日本語）","fact","no","Maven Siteドキュメントサイト設定（ja）"
"src/site/site_ko.xml","cross","infra","document","src/site/ 配置。31行。Maven Siteサイト設定（韓国語）","fact","no","Maven Siteドキュメントサイト設定（ko）"
"src/site/es/xdoc/index.xml","cross","infra","document","src/site/es/xdoc/ 配置。448行。Maven Siteドキュメント（スペイン語）","fact","no","プロジェクト説明ドキュメント（スペイン語）"
"src/site/ja/xdoc/index.xml","cross","infra","document","src/site/ja/xdoc/ 配置。406行。Maven Siteドキュメント（日本語）","fact","no","プロジェクト説明ドキュメント（日本語）"
"src/site/ko/xdoc/index.xml","cross","infra","document","src/site/ko/xdoc/ 配置。408行。Maven Siteドキュメント（韓国語）","fact","no","プロジェクト説明ドキュメント（韓国語）"
"src/site/resources/css/site.css","cross","infra","document","src/site/resources/css/ 配置。30行。Maven Siteサイト用CSS","fact","no","Maven Siteドキュメントサイト用スタイルシート"
"src/site/resources/images/en.png","cross","infra","document","src/site/resources/images/ 配置。バイナリ画像。Siteドキュメント用言語フラグ画像（英語）","fact","no","Siteドキュメント用画像リソース"
"src/site/resources/images/es.png","cross","infra","document","src/site/resources/images/ 配置。バイナリ画像。Siteドキュメント用言語フラグ画像（スペイン語）","fact","no","Siteドキュメント用画像リソース"
"src/site/resources/images/fr.png","cross","infra","document","src/site/resources/images/ 配置。バイナリ画像。Siteドキュメント用言語フラグ画像（フランス語）","fact","no","Siteドキュメント用画像リソース"
"src/site/resources/images/ja.png","cross","infra","document","src/site/resources/images/ 配置。バイナリ画像。Siteドキュメント用言語フラグ画像（日本語）","fact","no","Siteドキュメント用画像リソース"
"src/site/resources/images/ko.png","cross","infra","document","src/site/resources/images/ 配置。バイナリ画像。Siteドキュメント用言語フラグ画像（韓国語）","fact","no","Siteドキュメント用画像リソース"
"src/site/resources/images/zh.png","cross","infra","document","src/site/resources/images/ 配置。バイナリ画像。Siteドキュメント用言語フラグ画像（中国語）","fact","no","Siteドキュメント用画像リソース"
"src/site/xdoc/index.xml","cross","infra","document","src/site/xdoc/ 配置。448行。Maven Siteドキュメント（デフォルト言語・英語）","fact","no","プロジェクト説明ドキュメント（英語）"
"src/test/java/org/mybatis/jpetstore/ScreenTransitionIT.java","cross","app","source","src/test/java/ 配置。444行。統合テスト（*IT.java）。Selenide使用によるE2E画面遷移テスト","fact","no","E2Eインテグレーションテスト。製品コードではない"
"src/test/java/org/mybatis/jpetstore/domain/CartTest.java","cross","app","source","src/test/java/ 配置。187行。JUnit5 単体テスト。Cart.javaのテスト","fact","no","Cartドメインの単体テスト"
"src/test/java/org/mybatis/jpetstore/domain/OrderTest.java","cross","app","source","src/test/java/ 配置。87行。JUnit5 単体テスト。Order.javaのテスト","fact","no","Orderドメインの単体テスト"
"src/test/java/org/mybatis/jpetstore/mapper/AccountMapperTest.java","cross","app","source","src/test/java/ 配置。248行。JUnit5 Mapperテスト。AccountMapperのテスト","fact","no","AccountMapperの単体テスト"
"src/test/java/org/mybatis/jpetstore/mapper/CategoryMapperTest.java","cross","app","source","src/test/java/ 配置。86行。JUnit5 Mapperテスト。CategoryMapperのテスト","fact","no","CategoryMapperの単体テスト"
"src/test/java/org/mybatis/jpetstore/mapper/ItemMapperTest.java","cross","app","source","src/test/java/ 配置。145行。JUnit5 Mapperテスト。ItemMapperのテスト","fact","no","ItemMapperの単体テスト"
"src/test/java/org/mybatis/jpetstore/mapper/LineItemMapperTest.java","cross","app","source","src/test/java/ 配置。90行。JUnit5 Mapperテスト。LineItemMapperのテスト","fact","no","LineItemMapperの単体テスト"
"src/test/java/org/mybatis/jpetstore/mapper/MapperTestContext.java","cross","app","source","src/test/java/ 配置。59行。テスト共通コンテキスト設定クラス","fact","no","Mapperテスト用Spring設定クラス"
"src/test/java/org/mybatis/jpetstore/mapper/OrderMapperTest.java","cross","app","source","src/test/java/ 配置。247行。JUnit5 Mapperテスト。OrderMapperのテスト","fact","no","OrderMapperの単体テスト"
"src/test/java/org/mybatis/jpetstore/mapper/ProductMapperTest.java","cross","app","source","src/test/java/ 配置。113行。JUnit5 Mapperテスト。ProductMapperのテスト","fact","no","ProductMapperの単体テスト"
"src/test/java/org/mybatis/jpetstore/mapper/SequenceMapperTest.java","cross","app","source","src/test/java/ 配置。65行。JUnit5 Mapperテスト。SequenceMapperのテスト","fact","no","SequenceMapperの単体テスト"
"src/test/java/org/mybatis/jpetstore/service/AccountServiceTest.java","cross","app","source","src/test/java/ 配置。101行。JUnit5 Serviceテスト。AccountServiceのテスト","fact","no","AccountServiceの単体テスト"
